,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,4366139244,103471,249,104429,16,18,76
0,4366139256,190723,437,210788,10,22,86
1,4366139256,213925,454,231200,22,10,98
0,4366139263,334901,666,375108,46,34,108
1,4366139263,320416,645,358238,34,46,104
0,4366139268,258060,501,260899,28,22,98
1,4366139268,233226,495,254470,22,28,98
0,4366139269,149631,332,155499,16,22,84
1,4366139269,158433,332,152383,22,16,80
0,4366139274,179049,410,199612,14,22,92
1,4366139274,192624,426,213192,22,14,92
0,4366139276,203594,436,207482,20,32,88
1,4366139276,223389,471,244805,32,20,96
0,4366139277,106774,274,116926,6,10,78
1,4366139277,125849,289,124988,10,6,78
0,4366139284,47847,118,38952,10,0,54
1,4366139284,40277,115,36318,0,10,50
0,4366139285,220667,449,232887,38,20,98
1,4366139285,174123,405,194404,20,38,90
0,4366139286,301487,613,338209,24,28,106
1,4366139286,305958,625,352805,28,24,110
0,4366139287,86633,218,90019,14,4,70
1,4366139287,76625,203,80487,4,14,64
0,4366139293,219828,463,234739,18,16,94
1,4366139293,223110,470,239629,16,18,96
0,4366139297,105352,253,109767,14,6,76
1,4366139297,98408,252,105195,6,14,74
0,4366139305,175126,361,174152,26,22,88
1,4366139305,173691,358,167376,22,26,86
0,4366139312,59070,141,48621,6,12,56
1,4366139312,63325,146,53010,12,6,60
0,4366139313,313453,588,330906,40,28,112
1,4366139313,279408,564,301825,28,40,100
0,4366139322,119322,278,121414,14,20,80
1,4366139322,139788,287,127702,20,14,80
0,4366139326,200287,433,216537,20,16,96
1,4366139326,192726,419,206506,16,20,94
0,4366139332,188169,424,206920,14,26,90
1,4366139332,203397,438,225599,26,14,96
0,4366139342,58416,132,44295,6,14,54
1,4366139342,64205,139,47468,14,6,58
0,4366139355,283760,568,302385,34,32,102
1,4366139355,282489,552,291369,32,34,96
0,4366139360,294588,552,290484,26,40,102
1,4366139360,314016,562,301411,40,26,106
0,4366139363,132242,314,139676,8,28,78
1,4366139363,165408,352,167877,28,8,90
0,4366139367,53712,120,38183,18,10,56
1,4366139367,46265,113,37085,10,18,52
0,4366139368,164824,359,171403,12,22,86
1,4366139368,165034,363,170058,22,12,86
0,4366139372,105573,265,112017,4,24,76
1,4366139372,131515,290,129758,24,4,84
0,4366139378,321457,626,352095,22,22,110
1,4366139378,314042,612,340145,22,22,106
0,4366139379,185583,416,208157,20,20,90
1,4366139379,176859,416,209139,20,20,90
0,4366139384,162420,378,183887,16,12,90
1,4366139384,153537,371,175150,12,16,88
0,4366139389,195459,418,204745,26,26,90
1,4366139389,199073,421,213922,26,26,94
0,4366139398,95926,210,82689,22,6,70
1,4366139398,84181,210,84579,6,22,66
0,4366139399,144929,327,149578,20,6,80
1,4366139399,128656,321,143705,6,20,80
0,4366139405,115877,263,109664,10,40,72
1,4366139405,147760,278,121165,40,10,78
0,4366139413,305421,547,288336,44,34,98
1,4366139413,281602,519,260483,34,44,94
0,4366139417,296005,574,316141,46,26,110
1,4366139417,258973,547,287006,26,46,98
0,4366139431,105098,248,104793,10,14,74
1,4366139431,105761,250,105046,14,10,76
0,4366139432,173101,415,203289,8,30,92
1,4366139432,209239,427,217960,30,8,94
0,4366139445,106189,276,120098,10,4,76
1,4366139445,108429,284,124045,4,10,76
0,4366139446,87776,207,83271,12,24,68
1,4366139446,99259,215,87646,24,12,68
0,4366139455,43814,114,35922,6,10,52
1,4366139455,49704,120,39180,10,6,56
0,4366139464,61569,143,50877,10,4,60
1,4366139464,55149,137,47303,4,10,56
0,4366139465,187316,432,216822,16,30,92
1,4366139465,195035,430,218912,30,16,100
0,4366139466,203972,428,212800,18,24,94
1,4366139466,195433,422,211207,24,18,94
0,4366139475,285992,574,312368,28,36,104
1,4366139475,295686,571,309770,36,28,100
0,4366139479,143465,317,141577,16,18,86
1,4366139479,141381,321,143762,18,16,82
0,4366139480,118126,276,119273,10,26,74
1,4366139480,133769,281,122663,26,10,78
0,4366139486,80067,198,73561,6,18,62
1,4366139486,98107,209,82489,18,6,68
0,4366139494,89832,226,90911,4,12,68
1,4366139494,107380,248,105038,12,4,78
0,4366139495,155628,333,154655,28,14,86
1,4366139495,133877,314,142377,14,28,82
0,4366139501,104537,241,99161,16,18,74
1,4366139501,112546,248,104616,18,16,76
0,4366139503,72690,171,63148,14,4,62
1,4366139503,69540,171,61477,4,14,60
0,4366139511,43847,108,34272,4,14,48
1,4366139511,51922,119,40519,14,4,56
0,4366139516,92405,208,84001,14,12,68
1,4366139516,82368,211,83222,12,14,68
0,4366139521,111122,277,116942,8,24,72
1,4366139521,135769,306,139940,24,8,84
0,4366139522,254083,501,261383,22,22,94
1,4366139522,228714,483,243513,22,22,94
0,4366139523,203529,437,217517,24,28,90
1,4366139523,215554,426,207579,28,24,92
0,4366139534,288659,572,315438,28,18,104
1,4366139534,274324,571,308440,18,28,102
0,4366139540,191818,420,208634,18,8,88
1,4366139540,170016,387,179733,8,18,82
0,4366139543,123405,255,110965,26,16,74
1,4366139543,108453,241,100371,16,26,72
0,4366139554,56383,140,48275,12,10,58
1,4366139554,59585,149,53089,10,12,58
0,4366139560,173939,375,178962,20,28,86
1,4366139560,192210,386,192635,28,20,90
0,4366139575,235661,476,242178,22,14,96
1,4366139575,205927,461,233584,14,22,94
0,4366139576,97759,237,96301,6,16,72
1,4366139576,105288,250,107598,16,6,74
0,4366139583,201602,421,207741,22,22,92
1,4366139583,206140,419,210991,22,22,92
0,4366139584,116950,282,122392,10,18,78
1,4366139584,119965,301,137157,18,10,84
0,4366139586,47573,114,38802,8,6,52
1,4366139586,45111,111,34810,6,8,52
0,4366139590,300414,562,308063,40,46,106
1,4366139590,335335,559,301264,46,40,104
0,4366139591,51628,127,40029,4,8,50
1,4366139591,62375,151,54929,8,4,60
0,4366139594,115875,248,103821,28,8,78
1,4366139594,96220,235,92712,8,28,66
0,4366139597,282626,535,292583,36,22,104
1,4366139597,258268,522,278100,22,36,100
0,4366139604,143929,326,149496,14,18,82
1,4366139604,148447,330,153683,18,14,82
0,4366139605,295719,587,313525,28,22,102
1,4366139605,303986,619,346087,22,28,104
0,4366139610,163032,324,153660,32,18,84
1,4366139610,137270,314,137501,18,32,78
0,4366139613,82932,208,80814,4,22,66
1,4366139613,93095,218,88917,22,4,76
0,4366139615,109326,277,121278,12,16,76
1,4366139615,130532,291,128992,16,12,76
0,4366139624,160094,378,181056,20,18,88
1,4366139624,174006,383,186051,18,20,90
0,4366139626,141506,353,160883,8,22,84
1,4366139626,176836,365,174873,22,8,82
0,4366139627,175679,372,179508,22,18,88
1,4366139627,173128,360,170502,18,22,84
0,4366139629,171220,381,184878,28,10,92
1,4366139629,156730,359,165064,10,28,82
0,4366139630,263045,514,270116,36,26,98
1,4366139630,240559,510,261387,26,36,100
0,4366139631,66105,173,63896,4,10,62
1,4366139631,73116,176,67678,10,4,64
0,4366139633,136125,273,117308,24,18,76
1,4366139633,123008,271,116082,18,24,74
0,4366139639,230719,462,230588,26,32,94
1,4366139639,225904,473,244288,32,26,98
0,4366139648,249342,518,273085,32,44,102
1,4366139648,287600,544,302214,44,32,106
0,4366139655,177383,408,203345,10,18,90
1,4366139655,195720,418,207261,18,10,94
0,4366139657,37469,95,28220,2,10,42
1,4366139657,50691,119,40548,10,2,54
0,4366139682,312252,629,348829,24,24,102
1,4366139682,286912,615,339449,24,24,106
0,4366139685,56135,141,47577,4,16,56
1,4366139685,60935,140,48056,16,4,60
0,4366139686,5000,10,0,0,0,2
1,4366139686,5000,10,0,0,0,2
0,4366139689,270610,513,272960,34,30,100
1,4366139689,273301,537,291268,30,34,104
0,4366139690,149020,324,149565,18,10,80
1,4366139690,129622,322,149415,10,18,82
0,4366139697,51899,117,38491,16,0,56
1,4366139697,39846,107,31831,0,16,50
0,4366139707,267965,584,304734,22,26,98
1,4366139707,296124,603,328297,26,22,100
0,4366139708,85546,204,81576,10,12,70
1,4366139708,90238,207,81083,12,10,64
0,4366139711,46584,110,36437,10,2,50
1,4366139711,40303,103,29954,2,10,44
0,4366139715,275354,511,268220,22,36,102
1,4366139715,264967,509,265410,36,22,96
0,4366139716,172542,411,200600,8,14,82
1,4366139716,193822,431,220985,14,8,94
0,4366139718,78482,202,79171,4,14,64
1,4366139718,94171,215,87922,14,4,72
0,4366139725,70383,192,70849,2,26,64
1,4366139725,100713,208,83091,26,2,68
0,4366139726,279006,550,290544,24,38,98
1,4366139726,285630,570,310455,38,24,106
0,4366139736,231035,510,264338,16,22,98
1,4366139736,239573,511,269276,22,16,98
0,4366139747,105406,235,94931,20,14,72
1,4366139747,101482,232,95080,14,20,70
0,4366139748,247476,480,248637,30,18,98
1,4366139748,200297,445,218972,18,30,92
0,4366139751,80289,180,71592,18,6,66
1,4366139751,65163,165,60332,6,18,62
0,4366139756,194926,454,228460,16,26,92
1,4366139756,239100,477,248399,26,16,96
0,4366139759,405080,790,465290,32,32,122
1,4366139759,455143,803,482606,32,32,120
0,4366139760,225095,461,238274,32,18,92
1,4366139760,207589,451,227210,18,32,88
0,4366139779,483051,815,500427,56,36,120
1,4366139779,426916,770,448117,36,56,114
0,4366139781,121511,275,117480,16,12,76
1,4366139781,128114,279,123625,12,16,78
0,4366139790,86342,197,73103,12,40,64
1,4366139790,123653,219,90811,40,12,70
0,4366139794,207605,441,218634,18,22,90
1,4366139794,231344,456,226579,22,18,88
0,4366139795,165570,357,164501,14,30,80
1,4366139795,187849,392,194197,30,14,96
0,4366139810,357607,672,382746,48,28,116
1,4366139810,341968,650,366705,28,48,110
0,4366139811,72514,140,48980,28,20,58
1,4366139811,63462,137,47280,20,28,56
0,4366139812,118902,276,119832,10,26,76
1,4366139812,142906,294,134062,26,10,86
0,4366139815,93302,208,82404,16,12,66
1,4366139815,89508,211,84061,12,16,68
0,4366139816,51638,142,48069,0,16,56
1,4366139816,66733,153,55950,16,0,66
0,4366139817,180808,369,176096,24,22,84
1,4366139817,174970,364,172721,22,24,86
0,4366139819,137418,312,144627,34,10,86
1,4366139819,115720,288,125416,10,34,74
0,4366139829,39505,109,34252,0,6,50
1,4366139829,47313,119,39389,6,0,56
0,4366139839,60040,164,57035,2,14,60
1,4366139839,77342,186,71872,14,2,68
0,4366139849,506229,945,582465,50,34,122
1,4366139849,516555,942,574846,34,50,118
0,4366139851,95831,234,95541,8,16,68
1,4366139851,113478,254,109655,16,8,76
0,4366139856,204259,418,209715,20,12,96
1,4366139856,195456,427,214448,12,20,90
0,4366139857,174896,364,170472,20,20,86
1,4366139857,165747,366,175869,20,20,86
0,4366139859,91838,207,84758,24,10,72
1,4366139859,87619,198,75006,10,24,62
0,4366139875,185468,401,190453,16,20,88
1,4366139875,200693,413,198208,20,16,86
0,4366139876,128450,290,128101,22,12,84
1,4366139876,114901,272,114294,12,22,76
0,4366139879,144434,332,152554,16,24,82
1,4366139879,146882,327,151050,24,16,84
0,4366139880,192659,426,213319,18,14,92
1,4366139880,186590,410,197474,14,18,88
0,4366139887,135178,315,141760,16,20,76
1,4366139887,142161,328,151331,20,16,80
0,4366139888,75340,179,67666,14,12,64
1,4366139888,71254,176,66419,12,14,60
0,4366139889,56331,140,47002,6,14,56
1,4366139889,63308,152,54591,14,6,60
0,4366139893,197136,420,210699,26,6,90
1,4366139893,174024,405,192256,6,26,88
0,4366139897,55987,145,51285,4,6,60
1,4366139897,56448,139,48626,6,4,56
0,4366139909,97857,233,92694,8,14,68
1,4366139909,104621,241,102341,14,8,72
0,4366139925,181010,372,175343,32,20,92
1,4366139925,171043,375,179697,20,32,86
0,4366139937,86125,215,89719,12,0,72
1,4366139937,78647,214,86065,0,12,64
0,4366139961,179436,408,196103,18,22,92
1,4366139961,195730,420,205307,22,18,88
0,4366139970,243658,506,262416,22,18,94
1,4366139970,226610,492,255132,18,22,96
0,4366139971,82172,205,78741,6,26,64
1,4366139971,93354,214,87410,26,6,72
0,4366139990,282865,556,292320,38,34,100
1,4366139990,307018,560,299247,34,38,102
0,4366139997,240784,508,260268,20,30,96
1,4366139997,241912,509,267797,30,20,102
0,4366140582,210100,404,195916,30,32,92
1,4366140582,209512,422,212040,32,30,94
0,4366140597,138328,332,153076,14,6,90
1,4366140597,138912,332,154761,6,14,82
0,4366140598,92944,208,82910,14,14,66
1,4366140598,92354,217,90266,14,14,72
0,4366140670,165842,350,159903,26,18,86
1,4366140670,161415,356,162834,18,26,86
0,4366140676,153644,340,158168,26,14,84
1,4366140676,138659,331,151700,14,26,82
0,4366140682,512937,967,613815,36,42,122
1,4366140682,522640,981,624211,42,36,126
0,4366140683,87811,201,80892,12,4,68
1,4366140683,79212,197,76771,4,12,64
0,4366140715,287003,603,328867,26,24,102
1,4366140715,273447,578,299785,24,26,104
0,4366140740,178982,376,181435,18,20,86
1,4366140740,168864,372,177426,20,18,86
0,4366140742,180776,364,172098,28,24,84
1,4366140742,176919,371,175523,24,28,88
0,4366140743,206330,416,206210,22,24,90
1,4366140743,186419,402,192082,24,22,88
0,4366140754,128937,304,140133,14,16,82
1,4366140754,126040,283,122965,16,14,78
0,4366140758,227959,456,228445,16,14,92
1,4366140758,181482,457,232983,14,16,94
0,4366140770,86707,214,87680,10,4,72
1,4366140770,82128,212,84141,4,10,68
0,4366140778,178705,423,211976,12,10,92
1,4366140778,171778,413,203014,10,12,92
0,4366140782,147743,315,140919,20,16,84
1,4366140782,153414,305,137215,16,20,80
0,4366140788,341104,667,378080,24,22,108
1,4366140788,340856,661,369858,22,24,110
0,4366140797,126500,279,121513,12,10,76
1,4366140797,112760,289,126099,10,12,82
0,4366140798,203088,432,211494,28,26,88
1,4366140798,205364,433,214481,26,28,88
0,4366140799,239382,472,246185,40,16,98
1,4366140799,196520,447,222556,16,40,90
0,4366140806,167442,370,176983,16,28,86
1,4366140806,188300,385,187835,28,16,90
0,4366140813,222373,420,207252,40,28,94
1,4366140813,185665,393,186227,28,40,92
0,4366140819,153600,296,133099,28,24,80
1,4366140819,152333,290,128915,24,28,78
0,4366140825,206989,410,203324,28,28,94
1,4366140825,209926,411,198814,28,28,90
0,4366140837,138044,337,156423,10,14,86
1,4366140837,136202,337,157952,14,10,86
0,4366140850,337858,721,412960,24,34,110
1,4366140850,369171,738,433199,34,24,110
0,4366140852,279353,584,323427,26,16,108
1,4366140852,263754,569,308768,16,26,102
0,4366140854,351279,704,402158,20,20,108
1,4366140854,360127,741,435236,20,20,116
0,4366140855,185071,366,172738,24,16,88
1,4366140855,168008,367,176005,16,24,86
0,4366140856,173019,355,165890,20,26,82
1,4366140856,182937,360,169762,26,20,84
0,4366140858,110898,240,98174,28,14,70
1,4366140858,101617,234,92421,14,28,66
0,4366140859,130440,317,142307,10,12,78
1,4366140859,149746,333,155608,12,10,80
0,4366140863,176478,408,200743,12,22,86
1,4366140863,207810,436,223226,22,12,94
0,4366140864,104206,260,114039,8,6,78
1,4366140864,105342,250,106050,6,8,74
0,4366140867,206495,423,210987,18,22,94
1,4366140867,205810,411,203859,22,18,88
0,4366140871,45473,111,35392,10,12,52
1,4366140871,46587,107,31696,12,10,50
0,4366140875,138316,308,136896,16,30,80
1,4366140875,173330,331,149467,30,16,80
0,4366140880,122232,256,111043,26,12,78
1,4366140880,96337,238,95604,12,26,72
0,4366140888,242525,508,266824,34,30,100
1,4366140888,255078,514,274300,30,34,96
0,4366140890,92727,212,88491,16,8,68
1,4366140890,85074,207,82805,8,16,66
0,4366140891,99435,241,100168,8,6,70
1,4366140891,102573,255,109411,6,8,78
0,4366140896,186656,378,183482,34,30,90
1,4366140896,190788,389,191226,30,34,92
0,4366140898,227106,463,235692,26,12,96
1,4366140898,217615,470,238465,12,26,94
0,4366140906,132601,292,129123,24,10,82
1,4366140906,120385,292,129235,10,24,74
0,4366140908,203235,424,213127,18,6,90
1,4366140908,166707,412,204562,6,18,88
0,4366140910,179812,379,183089,30,26,88
1,4366140910,174211,367,170606,26,30,84
0,4366140911,92541,232,90939,6,36,68
1,4366140911,131317,266,120181,36,6,82
0,4366140921,156006,331,154310,28,28,84
1,4366140921,156053,333,154122,28,28,86
0,4366140924,189171,419,207165,12,32,90
1,4366140924,208432,428,214917,32,12,94
0,4366140928,149280,322,143480,22,30,82
1,4366140928,166553,340,156047,30,22,86
0,4366140929,125494,289,128645,10,14,82
1,4366140929,120143,289,127741,14,10,78
0,4366140930,216212,458,226309,18,26,90
1,4366140930,220924,467,237783,26,18,94
0,4366140931,75861,203,77971,0,16,66
1,4366140931,98871,220,92197,16,0,74
0,4366140934,185332,416,201168,10,22,88
1,4366140934,194736,430,214597,22,10,96
0,4366140944,129948,287,122457,18,14,76
1,4366140944,121209,276,115461,14,18,74
0,4366140958,240605,519,276732,24,40,100
1,4366140958,285882,553,306201,40,24,108
0,4366140963,227920,467,237937,30,16,96
1,4366140963,201424,456,226163,16,30,92
0,4366140964,5000,10,0,0,0,4
1,4366140964,5000,10,0,0,0,4
0,4366140967,79046,208,81224,4,6,68
1,4366140967,85314,212,84460,6,4,68
0,4366140969,381381,687,396027,28,18,108
1,4366140969,342344,654,360192,18,28,106
0,4366140973,88208,212,85680,16,24,70
1,4366140973,103741,221,90587,24,16,72
0,4366140974,138646,291,129383,20,30,80
1,4366140974,134581,293,132227,30,20,82
0,4366140994,339035,661,367430,30,40,106
1,4366140994,370667,674,385021,40,30,110
0,4366141000,134167,292,127512,26,14,78
1,4366141000,126300,273,116089,14,26,74
0,4366141000,134167,292,127512,26,14,78
1,4366141000,126300,273,116089,14,26,74
0,4366141001,66243,148,52933,16,8,58
1,4366141001,55960,141,49518,8,16,56
0,4366141005,92671,223,93693,14,2,74
1,4366141005,85111,211,87117,2,14,70
0,4366141006,161504,377,183143,16,12,86
1,4366141006,162410,379,181801,12,16,88
0,4366141009,136062,320,143712,16,22,78
1,4366141009,150751,340,160862,22,16,84
0,4366141012,278907,565,307653,28,22,104
1,4366141012,276977,565,307139,22,28,102
0,4366141021,97731,241,99488,8,26,68
1,4366141021,119532,259,112451,26,8,80
0,4366141024,92488,203,78802,12,10,66
1,4366141024,87650,202,80154,10,12,70
0,4366141028,102788,251,105493,6,14,72
1,4366141028,100280,254,108238,14,6,76
0,4366141037,29004,65,16807,8,0,38
1,4366141037,24047,62,14254,0,8,34
0,4366141046,200969,420,212934,22,16,90
1,4366141046,188329,428,211851,16,22,92
0,4366141049,198632,423,214149,26,16,96
1,4366141049,188367,430,213923,16,26,90
0,4366141054,226829,488,245715,12,48,90
1,4366141054,289743,537,293033,48,12,106
0,4366141060,232626,478,247317,28,20,98
1,4366141060,192939,442,217168,20,28,90
0,4366141066,129056,295,135787,24,20,84
1,4366141066,129367,286,126159,20,24,78
0,4366141073,191605,371,177909,30,24,86
1,4366141073,167309,371,173638,24,30,86
0,4366141074,231080,467,238836,22,16,96
1,4366141074,209004,435,213222,16,22,84
0,4366141075,173262,377,181197,20,16,88
1,4366141075,162748,376,176875,16,20,86
0,4366141081,59489,144,49712,8,10,58
1,4366141081,57321,140,46060,10,8,58
0,4366141088,286513,559,295000,24,20,102
1,4366141088,267212,585,320400,20,24,104
0,4366141097,111566,285,124930,4,12,78
1,4366141097,123824,292,130306,12,4,80
0,4366141110,190196,418,208086,22,34,90
1,4366141110,213117,419,207663,34,22,90
0,4366141126,351565,698,411989,36,22,116
1,4366141126,331006,672,384150,22,36,108
0,4366141127,104610,245,102039,14,10,74
1,4366141127,100300,242,100601,10,14,70
0,4366141133,280566,623,342937,28,16,106
1,4366141133,271086,605,325035,16,28,102
0,4366141140,76698,178,68793,12,4,64
1,4366141140,64220,152,49535,4,12,54
0,4366141141,276039,501,261642,34,18,102
1,4366141141,245300,484,242623,18,34,92
0,4366141159,109794,270,113736,8,22,72
1,4366141159,140289,299,135625,22,8,82
0,4366141160,102245,225,93137,18,10,72
1,4366141160,84638,204,79765,10,18,68
0,4366141161,90146,207,79858,8,18,64
1,4366141161,87982,211,85381,18,8,70
0,4366141171,176084,359,170222,20,16,86
1,4366141171,164415,358,165402,16,20,84
0,4366141175,172500,375,180316,18,18,88
1,4366141175,161443,367,172088,18,18,84
0,4366141178,161405,356,168151,18,16,86
